Description,Quantity,InvoiceTime,CustomerID,VIEW
OTHER_ITEMS,24,8,12583,1
OTHER_ITEMS,24,8,12583,1
CAKE CASE,120,9,14688,1
OTHER_ITEMS,96,9,14688,1
OTHER_ITEMS,12,9,16250,1
DECORATION,288,10,17511,1
OTHER_ITEMS,144,10,17511,1
OTHER_ITEMS,24,10,13408,1
OTHER_ITEMS,24,10,13448,1
OTHER_ITEMS,24,11,14307,1
OTHER_ITEMS,24,11,14307,1
OTHER_ITEMS,12,11,14307,1
OTHER_ITEMS,25,11,14307,1
OTHER_ITEMS,30,11,14307,1
OTHER_ITEMS,12,11,14307,1
OTHER_ITEMS,1,11,17908,1
OTHER_ITEMS,28,11,17908,1
DECORATION,24,11,17908,1
DECORATION,6,11,17908,1
OTHER_ITEMS,12,11,17908,1
NO VIEW,56,11,11111,0
OTHER_ITEMS,12,11,12838,1
OTHER_ITEMS,12,11,12838,1
OTHER_ITEMS,2,11,12838,1
OTHER_ITEMS,3,11,12838,1
OTHER_ITEMS,3,11,12838,1
OTHER_ITEMS,3,11,12838,1
OTHER_ITEMS,3,11,12838,1
OTHER_ITEMS,600,12,13694,1
CANDLES,32,12,15983,1
OTHER_ITEMS,10,12,15983,1
OTHER_ITEMS,24,12,15983,1
CANDLES,16,12,15983,1
OTHER_ITEMS,1,12,17968,1
OTHER_ITEMS,1,12,17968,1
BAG,1,12,17968,1
OTHER_ITEMS,12,12,17897,1
OTHER_ITEMS,12,12,17377,1
OTHER_ITEMS,12,12,17377,1
OTHER_ITEMS,12,12,17377,1
OTHER_ITEMS,12,12,17377,1
OTHER_ITEMS,14,12,14729,1
OTHER_ITEMS,12,12,14729,1
OTHER_ITEMS,12,12,14729,1
OTHER_ITEMS,12,12,14729,1
OTHER_ITEMS,2,12,15012,1
OTHER_ITEMS,1,12,15012,1
OTHER_ITEMS,2,12,14078,1
OTHER_ITEMS,24,13,12662,1
OTHER_ITEMS,12,13,15525,1
OTHER_ITEMS,1,13,15525,1
OTHER_ITEMS,24,13,15485,1
OTHER_ITEMS,24,13,15485,1
OTHER_ITEMS,24,13,15485,1
OTHER_ITEMS,25,13,15485,1
OTHER_ITEMS,25,13,15485,1
OTHER_ITEMS,25,13,15485,1
OTHER_ITEMS,25,13,15485,1
OTHER_ITEMS,25,13,15485,1
OTHER_ITEMS,50,13,12433,1
OTHER_ITEMS,24,13,12433,1
OTHER_ITEMS,24,13,12433,1
OTHER_ITEMS,24,13,12433,1
OTHER_ITEMS,24,13,12433,1
OTHER_ITEMS,24,13,12433,1
OTHER_ITEMS,24,13,12433,1
OTHER_ITEMS,24,13,12433,1
OTHER_ITEMS,24,13,12433,1
OTHER_ITEMS,24,13,12433,1
GAMES,12,13,12433,1
OTHER_ITEMS,12,13,12433,1
OTHER_ITEMS,12,13,12433,1
OTHER_ITEMS,12,13,12433,1
OTHER_ITEMS,48,13,12433,1
OTHER_ITEMS,48,13,12433,1
OTHER_ITEMS,48,13,12433,1
OTHER_ITEMS,48,13,12433,1
OTHER_ITEMS,48,13,12433,1
OTHER_ITEMS,48,13,12433,1
OTHER_ITEMS,48,13,12433,1
OTHER_ITEMS,48,13,12433,1
OTHER_ITEMS,24,13,12433,1
OTHER_ITEMS,10,13,14594,1
DECORATION,10,14,11111,1
DECORATION,9,14,11111,1
DECORATION,11,14,11111,1
OTHER_ITEMS,1,14,11111,1
OTHER_ITEMS,2,14,11111,1
OTHER_ITEMS,1,14,11111,1
OTHER_ITEMS,4,14,11111,1
OTHER_ITEMS,1,14,11111,1
OTHER_ITEMS,3,14,11111,1
DECORATION,2,14,11111,1
NO VIEW,1,14,11111,0
NO VIEW,1,14,11111,0
NO VIEW,1,14,11111,0
NO VIEW,1,14,11111,0
NO VIEW,1,14,11111,0
OTHER_ITEMS,2,14,17346,1
OTHER_ITEMS,12,14,17346,1
OTHER_ITEMS,3,14,17346,1
OTHER_ITEMS,1,14,17346,1
NO VIEW,1,14,11111,0
NO VIEW,3,14,11111,0
NO VIEW,23,14,11111,0
OTHER_ITEMS,1,14,11111,1
OTHER_ITEMS,25,14,17841,1
DECORATION,24,14,17841,1
OTHER_ITEMS,72,15,17760,1
OTHER_ITEMS,12,15,16048,1
OTHER_ITEMS,12,15,16274,1
OTHER_ITEMS,12,15,16274,1
OTHER_ITEMS,12,15,16274,1
OTHER_ITEMS,12,15,16274,1
OTHER_ITEMS,48,15,14696,1
OTHER_ITEMS,48,15,14696,1
OTHER_ITEMS,24,16,12947,1
OTHER_ITEMS,24,16,12947,1
OTHER_ITEMS,12,16,12947,1
OTHER_ITEMS,12,16,12947,1
OTHER_ITEMS,24,16,14142,1
OTHER_ITEMS,24,16,14142,1
OTHER_ITEMS,30,16,14142,1
OTHER_ITEMS,24,16,14142,1
OTHER_ITEMS,24,16,14142,1
OTHER_ITEMS,12,16,14142,1
OTHER_ITEMS,36,16,14142,1
OTHER_ITEMS,12,16,13065,1
OTHER_ITEMS,1,16,14606,1
OTHER_ITEMS,4,16,14606,1
OTHER_ITEMS,1,17,11111,1
OTHER_ITEMS,6,17,11111,1
OTHER_ITEMS,5,17,11111,1
OTHER_ITEMS,2,17,11111,1
OTHER_ITEMS,1,17,11111,1
DECORATION,6,17,11111,1
DECORATION,10,17,11111,1
DECORATION,17,17,11111,1
DECORATION,12,17,11111,1
OTHER_ITEMS,1,17,11111,1
BAG,4,17,18011,1
BAG,14,17,18011,1
OTHER_ITEMS,12,9,17855,1
OTHER_ITEMS,12,9,17855,1
OTHER_ITEMS,24,9,17855,1
OTHER_ITEMS,24,9,17855,1
OTHER_ITEMS,12,9,17855,1
OTHER_ITEMS,12,9,17855,1
OTHER_ITEMS,48,10,14047,1
CANDLES,96,10,13941,1
OTHER_ITEMS,40,10,17017,1
OTHER_ITEMS,48,10,17017,1
CAKE CASE,120,10,14135,1
CAKE CASE,120,10,14135,1
CAKE CASE,120,10,14135,1
CAKE CASE,120,10,14135,1
OTHER_ITEMS,48,10,13108,1
OTHER_ITEMS,12,10,15601,1
OTHER_ITEMS,12,10,15601,1
OTHER_ITEMS,12,10,15601,1
OTHER_ITEMS,12,10,15601,1
OTHER_ITEMS,12,10,15601,1
OTHER_ITEMS,12,10,15601,1
OTHER_ITEMS,12,10,15601,1
OTHER_ITEMS,12,10,15601,1
OTHER_ITEMS,12,10,15601,1
OTHER_ITEMS,24,10,15601,1
OTHER_ITEMS,24,10,15601,1
OTHER_ITEMS,12,10,15601,1
